major_category	major_preprocessed	major_original	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
	scientist	scientist	2	2	1	1	1	0	0	2	4	4	4	3	4	4	4	0	3	2	1	0	4	0	0	1	1	2	3	2	4	4	4	2	1	1	3	1	2	3	0	2	1	1	3	4	2	0	2	3
	scientist	Scientist	0	0	0	0	0	0	0	0	4	4	4	2	4	4	4	0	0	0	2	0	0	4	4	0	2	2	2	2	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	scientist	Scientist	0	0	0	0	0	0	0	0	4	4	4	2	4	4	4	0	0	0	2	0	0	4	4	0	2	2	4	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	score	Scoring	1	1	0	3	0	1	0	0	3	3	3	3	3	3	3	3	1	1	1	1	1	3	1	1	3	1	3	1	3	3	1	1	0	1	0	0	0	0	1	1	1	1	1	1	3	3	1	1
	screen media	screen & media diploma	0	0	0	2	0	2	0	0	2	2	2	2	0	2	2	0	3	4	4	4	4	3	2	4	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
	screen media anim	Screen and Media (Animation)	1	1	1	2	1	2	1	2	3	3	2	2	3	3	2	2	3	3	3	3	3	3	2	2	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	3	3	3	3	3	2	2
	screenwrit	Screenwriting	0	1	3	1	0	2	0	0	2	2	3	2	3	2	2	3	1	2	3	2	4	1	0	3	3	3	3	1	4	2	0	1	0	3	1	0	1	1	0	0	0	2	0	0	0	0	0	0
	screenwrit	Screenwriting	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4	2	4	4	4	1	0	3	2	3	0	3	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0
	screenwrit	screenwriting	0	0	0	2	0	1	0	0	4	4	4	2	4	4	3	2	3	3	4	3	4	3	3	3	2	2	3	1	3	0	2	2	0	2	1	1	0	2	1	3	0	2	0	0	0	2	0	0
	screenwrit	Screenwriting	0	1	0	0	0	1	0	0	1	3	2	0	1	2	0	2	0	3	2	2	4	1	2	4	2	1	1	2	2	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0
	screenwrit	screenwriting	3	0	0	1	1	1	1	1	3	3	3	2	3	3	3	3	4	4	4	4	4	4	4	4	4	1	0	4	2	3	4	3	1	1	0	1	2	3	3	3	0	1	1	3	1	3	2	3
	screenwrit	screenwriting	1	3	3	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	3	3	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	3	1	1
	screenwrit playwrit	Screenwriting and Playwriting	1	0	2	0	0	0	0	0	3	3	3	3	2	3	2	2	1	3	3	3	4	3	3	3	2	2	4	1	3	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
	screw	screwing up	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	scriptwrit	Scriptwriting	0	0	0	1	0	0	0	0	3	4	4	3	3	4	3	3	4	4	4	4	4	3	1	3	2	3	3	2	3	3	3	1	2	1	1	1	3	1	1	3	0	0	0	0	0	0	0	0
	sculptur	Sculpture	0	0	0	0	0	0	0	0	3	3	3	0	0	2	0	1	0	4	4	1	0	0	4	4	3	2	1	2	2	0	2	0	0	2	2	0	3	1	0	3	0	0	0	1	2	0	0	0
	sculptur	Sculpture	1	3	2	2	2	2	1	2	3	2	2	2	1	2	1	3	1	3	1	3	4	2	2	3	2	1	1	2	1	1	2	1	2	0	1	1	0	1	3	2	1	2	2	0	1	2	1	0
	sculptur	sculpture	4	4	0	4	4	2	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	4	0	0	4	2	4	0	0	3	0	2	1	2	3	2	0	2
	scuptur	Scupture	2	1	0	0	0	2	0	0	4	0	1	0	0	1	0	0	3	3	2	2	4	3	0	4	1	2	1	3	3	2	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0
	sdfg	sdfg	1	3	3	1	1	4	1	3	2	2	4	2	1	4	1	3	1	1	3	3	1	4	0	3	4	0	2	4	1	3	1	3	4	1	1	3	2	2	1	3	4	2	0	2	3	1	2	3
	se	no se	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	seaman	seaman	2	2	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	4	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	4
	seaman	seaman	2	2	1	3	2	0	0	2	3	3	3	3	2	2	2	2	3	2	0	4	2	4	3	2	1	2	3	3	3	1	3	3	2	1	2	0	2	1	2	2	2	1	3	1	3	3	3	2
	search result pedagogi	Search Results pedagogy	4	3	0	1	0	3	1	1	0	4	4	3	3	4	4	3	4	4	4	4	4	4	4	3	4	0	0	3	0	0	3	0	0	0	4	3	4	0	0	3	0	3	0	0	0	0	0	3
	secondari educ	Secondary Education	3	1	0	2	0	2	1	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	0	1	3	3	1	1	3	1	2	1	0	2	3	3	3	2	1	3	3	3	3	3	2	2	3	3
	secondari educ	Secondary Education	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	3	4	4	4	3	4	4	3	4	4	4	4	4	4	4	3	2	3	4	2	3	2	3	2	3	3	3	3	2	3	3	2
	secondari educ	secondary education	2	2	2	2	0	3	0	0	3	2	3	2	1	3	1	2	2	2	3	2	1	4	3	3	3	4	4	3	4	3	3	4	2	2	2	4	2	1	2	3	2	1	3	2	2	1	2	0
	secondari educ	Secondary Education	1	0	1	1	1	1	1	1	2	2	2	1	1	2	1	1	0	1	2	1	3	1	1	1	0	4	2	1	2	3	4	2	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1
	secondari educ	Secondary Education	3	0	0	2	0	0	1	0	3	2	2	2	1	2	2	0	0	1	1	0	0	3	0	3	4	4	4	3	4	4	4	2	0	2	1	1	1	1	1	0	3	3	3	2	3	4	3	2
	secondari educ	Secondary Education	2	0	0	0	0	0	2	0	4	3	4	2	4	2	2	2	0	3	2	1	3	1	0	3	3	3	1	3	1	4	2	1	1	1	2	2	2	3	3	2	3	2	2	3	3	3	3	3
	secondari educ	Secondary Education	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	2	1	0	0	0	0
	secondari educ	Secondary Education 	3	0	2	0	0	2	2	2	2	3	0	1	0	0	0	0	0	1	0	1	3	0	0	0	4	4	3	1	4	2	4	3	0	0	0	0	0	0	0	4	0	2	0	0	0	3	0	0
	secondari educ	secondary education	0	0	1	0	0	0	0	1	3	2	3	2	1	2	1	2	1	1	2	1	3	1	1	1	4	4	4	4	4	4	4	4	2	2	3	3	3	2	2	2	3	3	3	3	3	1	2	3
	secondari educ	Secondary Education	3	2	1	2	3	2	2	1	3	2	2	3	2	1	2	3	0	2	0	1	3	0	3	3	1	1	0	3	1	2	3	2	1	0	1	0	1	0	2	1	3	0	2	2	3	3	0	3
	secondari educ	Secondary Education	4	0	0	0	1	2	2	0	4	3	2	2	2	2	2	2	4	3	3	3	2	4	2	3	4	2	3	2	2	4	4	2	2	1	3	3	2	3	2	2	2	2	2	3	1	3	2	2
	secondari educ	Secondary Education 	0	0	0	0	0	0	0	0	4	1	2	3	2	3	3	2	0	1	2	1	2	2	2	1	3	3	2	3	2	4	3	0	1	2	1	2	0	2	1	1	0	1	1	1	0	1	0	0
	secondari educ	Secondary Education	0	1	1	1	0	2	0	0	3	3	2	2	3	2	2	0	2	1	3	3	3	3	0	2	4	4	4	2	4	3	2	2	1	1	2	1	1	0	1	0	2	2	1	2	1	2	1	0
	secondari educ	secondary education	0	0	0	1	0	1	1	0	4	3	3	2	1	2	1	1	1	1	3	2	1	2	2	1	4	3	4	4	4	2	3	2	1	2	1	2	3	1	2	1	2	2	2	2	1	1	1	1
	secondari educ	Secondary education 	2	3	1	1	1	2	2	2	2	4	4	3	2	3	2	1	1	2	0	1	3	1	3	1	4	3	4	1	4	3	4	3	2	2	3	1	4	2	3	3	3	2	3	4	3	4	3	2
	secondari educ	Secondary Education	1	0	0	0	0	0	0	0	2	3	3	2	2	3	2	3	2	4	1	3	4	3	1	2	3	4	3	4	3	4	4	0	1	2	2	2	3	2	1	1	2	2	3	3	3	2	3	2
	secondari educ	Secondary education	2	1	0	3	2	2	2	1	2	1	1	2	3	3	2	0	0	0	0	1	0	0	4	0	1	3	4	4	4	4	1	4	0	2	2	1	4	2	3	2	0	0	2	2	2	4	0	0
	secondari educ	Secondary education	0	0	0	0	0	1	1	0	3	3	2	1	2	3	3	1	3	2	2	3	3	4	3	3	3	3	3	3	3	3	3	3	0	1	0	1	1	1	1	1	0	0	0	1	0	1	1	0
	secondari educ	Secondary Education	1	1	0	1	0	2	2	1	4	4	4	1	4	4	4	3	0	1	1	1	3	2	3	2	1	3	1	2	2	2	2	2	1	2	3	2	2	3	1	4	1	1	1	1	1	1	0	2
	secondari educ social	Secondary Education Social Studies 	2	4	0	0	3	4	1	3	4	4	4	2	3	4	3	3	3	4	4	3	4	3	2	4	3	3	2	3	3	3	4	2	0	1	1	2	0	1	2	2	3	1	2	2	3	3	2	3
	secondari teach	Secondary Teaching	2	2	1	1	2	1	1	1	2	3	3	1	1	2	0	1	1	2	0	2	1	1	2	1	2	3	4	4	4	3	3	2	3	4	4	1	3	3	3	3	3	3	4	3	3	2	3	3
	secretari	Secretary	2	2	4	4	2	1	1	1	0	2	0	2	0	3	0	3	1	2	1	0	2	1	4	1	4	4	3	3	4	3	2	3	3	0	3	4	3	4	2	2	4	4	4	4	4	2	3	4
	secretari	Secretarial	0	0	0	2	0	0	4	1	3	2	2	3	2	1	1	1	2	2	2	0	2	2	0	4	2	4	2	1	0	4	4	3	2	3	4	4	4	4	4	3	4	1	4	4	4	1	4	4
	secretari	secretary	1	0	0	0	0	0	0	0	4	2	2	4	1	1	2	0	4	2	0	4	4	3	2	1	4	4	0	3	4	4	4	3	3	2	0	0	3	3	0	2	4	4	0	2	4	3	2	3
	secretari	secretarial	0	2	0	0	1	3	1	2	2	3	3	3	1	4	1	1	2	0	4	4	1	4	2	3	2	4	3	0	3	1	2	0	3	2	4	3	1	4	3	0	1	1	0	0	0	0	0	0
	secretari	Secretary 	2	1	0	1	0	1	1	1	3	2	1	2	2	0	2	0	1	1	1	1	0	4	0	0	3	4	1	3	1	2	2	3	0	3	2	2	2	2	1	3	4	2	3	4	3	3	4	3
	secur	Security	1	3	1	1	1	3	1	3	3	3	3	1	3	3	1	2	1	3	3	1	3	3	3	3	1	0	0	1	1	2	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
	secur	security studies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	secur	SECURITY	3	2	2	3	2	3	2	2	1	2	1	1	1	1	1	1	1	1	3	2	1	2	2	3	4	2	3	3	3	2	2	2	1	2	1	3	2	3	2	3	2	3	3	3	1	2	1	2
	secur	Security	4	0	0	4	2	3	4	0	2	0	0	3	0	0	0	0	0	0	1	3	0	0	0	0	3	3	3	3	2	3	3	3	0	0	3	0	3	0	0	0	0	0	0	0	2	2	0	0
	secur	security	0	2	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	4	4	4	4	0	2	4	3	0	4	4	4	4	2	0	1	0	2	4	2	4	0	2	0	0	2	0	0	2	0
	secur	Security	0	0	0	0	0	0	0	0	0	4	4	0	1	3	1	2	0	2	3	0	2	3	3	2	3	4	4	4	4	0	0	4	2	0	0	0	0	0	3	0	2	0	0	2	3	0	3	0
	secur	Security 	2	1	1	3	1	1	3	1	4	4	4	3	4	3	3	3	1	1	0	1	1	1	0	1	2	0	4	2	4	1	1	1	0	1	1	0	1	1	1	1	3	3	3	3	3	3	1	3
	secur	Security	3	1	3	3	3	1	2	2	2	2	3	3	3	3	3	3	2	1	1	1	1	2	2	1	3	2	2	1	2	2	2	1	2	1	2	2	2	2	2	2	2	3	2	2	1	2	2	2
	secur technolog	Security Technology	0	1	0	1	0	1	1	0	0	2	1	1	1	1	0	0	3	3	3	4	4	3	3	3	3	2	3	0	4	2	3	2	0	0	2	4	1	2	0	4	2	2	4	4	4	2	2	2
	secur technolog	Security Technology	2	1	1	3	0	1	1	0	3	0	4	0	3	4	2	4	0	0	2	3	2	0	0	4	0	3	0	0	3	0	0	1	0	0	2	0	0	0	0	4	3	1	2	2	4	3	0	3
	secur technolog	Security Technology	4	3	3	4	2	4	3	3	3	2	3	2	2	1	1	2	2	3	3	2	2	2	2	2	3	3	2	4	3	3	3	3	2	2	3	3	4	4	3	3	4	4	4	4	4	4	4	4
	secur technolog	Security Technology 	3	0	1	3	1	1	1	1	4	3	3	4	4	4	4	3	1	0	0	0	1	2	1	1	4	1	4	1	3	0	1	0	1	1	1	0	1	1	0	1	3	3	3	3	3	3	1	3
	secur technolog	security technology	4	3	0	4	3	3	3	2	0	3	0	0	2	4	2	3	0	2	3	1	3	1	4	3	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	3	1	3	4	0	4	4	0	2
	seem	SEEM	4	1	1	3	2	4	3	2	2	1	1	3	2	2	1	2	3	1	1	2	3	4	1	2	3	4	3	3	4	3	3	2	2	2	2	4	2	3	2	3	2	2	1	2	1	2	2	2
	sell man cook	sells-man, cook	1	0	0	2	0	0	1	0	0	0	0	2	2	0	0	1	0	4	2	3	4	2	0	3	3	1	3	0	3	3	2	0	2	3	1	1	1	2	2	3	0	1	1	0	2	2	2	1
	selu	Selu 	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	4	0	4	4	4	4	0	4	0	4
	seni visual	seni visual	3	3	1	2	2	1	2	1	3	3	2	2	2	2	1	1	3	4	4	4	4	4	3	2	4	2	3	3	4	3	3	3	3	3	2	2	3	3	2	3	3	3	3	2	2	2	2	4
	senior high school	senior high school	4	1	0	0	0	0	0	0	2	3	0	4	3	0	4	4	4	4	3	4	4	4	4	4	4	4	4	2	4	0	2	3	1	0	1	0	4	4	2	0	1	0	0	2	0	0	2	2
	senior high school	senior high school	3	3	1	0	1	0	2	3	4	3	2	3	2	3	3	3	3	0	4	2	2	4	0	4	2	3	2	0	2	2	1	2	1	1	2	2	3	3	2	3	1	2	1	1	1	1	1	2
	senior high school	Senior High School	3	0	0	0	0	0	0	0	4	2	2	3	2	3	3	2	4	4	0	3	4	4	0	4	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	1	0	0	0	0	0	2
	senior high school	senior high school	4	0	0	0	0	0	0	0	3	1	2	3	2	1	3	1	3	3	3	2	2	4	2	2	3	3	2	2	3	2	2	3	2	0	3	0	3	1	2	1	1	0	1	0	3	4	2	0
	senior high school	senior high school	0	0	1	1	0	0	0	0	2	2	2	2	2	2	2	3	2	2	2	2	3	2	0	2	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	2	1	2	0	3	4	3	1
	senior high school	Senior High School	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	2	0	2	0	0	0	0	1	0	2	2	0	1	3	2	2	4	1	4	2	2	4	3	2	0	1	0	0	0	3
	senior high school	Senior high school	2	3	2	2	2	2	1	3	3	1	1	1	1	2	1	1	1	3	2	2	4	3	3	4	3	3	4	3	4	4	1	2	2	1	3	2	2	3	2	2	1	1	1	2	0	1	1	2
	senior high school	Senior High School	1	1	0	2	0	0	3	0	4	4	4	4	4	4	4	4	3	3	3	4	4	4	1	3	2	4	4	4	4	4	4	4	1	1	1	1	3	1	1	1	3	0	0	1	4	4	1	0
	senior high school	senior high school	2	2	1	0	2	2	0	0	2	4	4	2	2	4	2	4	3	2	2	3	2	3	2	2	3	3	4	3	4	3	4	4	2	1	2	2	1	2	1	2	2	2	2	2	0	1	0	2
	senior high school	Senior High School	3	2	0	3	2	1	3	0	4	4	4	4	3	4	3	2	3	4	3	3	4	3	1	4	3	2	3	3	3	1	3	3	2	2	2	2	2	2	2	2	2	0	2	2	2	2	1	1
	senior high school	Senior High School	3	2	1	2	1	1	3	1	2	1	1	1	1	1	1	0	2	3	2	1	1	2	3	3	2	3	2	2	2	3	3	3	2	3	3	2	3	3	2	2	2	3	3	3	2	3	2	3
	senior high school	Senior High School	0	0	0	1	0	0	0	0	4	3	4	4	4	2	4	0	3	4	4	4	4	4	3	4	0	4	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
	senior high school	senior high school	3	0	2	1	1	3	0	1	4	4	4	4	4	4	4	3	1	2	4	1	2	1	4	2	3	3	3	4	3	3	3	1	2	1	2	0	2	1	2	1	3	1	1	1	2	0	1	1
	senior high school	senior high school	2	0	0	0	0	0	0	0	1	2	2	2	2	2	0	0	2	2	0	2	2	2	0	3	2	4	2	0	2	2	3	2	0	2	0	0	0	0	0	0	0	2	2	2	0	2	0	0
	senior high school	Senior High School	2	0	0	0	0	0	0	0	4	0	2	4	4	4	4	0	0	2	2	2	2	0	2	0	2	4	2	2	4	2	2	4	0	0	4	2	2	4	0	2	0	0	0	2	0	0	0	2
	senior high school	Senior High school	3	0	0	0	0	0	0	0	3	4	4	3	2	3	4	0	1	1	1	1	0	2	1	1	3	4	2	2	3	2	1	2	4	3	3	2	3	3	3	3	3	0	3	2	0	0	3	2
	senior high school	Senior High School	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	4	1	0	1	2	2	0	0	0	1	1	2	1	1	2	0	1	0	1	3	2	1	2	2	0	0	0	0	2	0
	senior high school	Senior High School	3	0	0	1	2	2	2	0	4	4	4	4	4	4	4	3	2	4	4	3	4	3	2	3	3	3	3	3	3	3	3	3	1	2	1	2	4	4	2	2	1	1	1	2	4	2	2	2
	senior high school	senior high school	2	2	2	2	2	2	2	2	1	1	1	2	2	1	2	2	3	2	3	2	2	2	3	2	2	3	3	3	3	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	2	2
	senior high school	senior high school	3	3	2	2	2	1	3	2	3	2	2	2	2	2	2	3	2	2	2	1	2	2	1	3	3	4	3	1	4	3	4	4	3	2	2	1	2	4	2	3	3	2	2	2	4	3	2	3
	senior high school stem strand	Senior High School (STEM Strand)	2	2	0	1	0	1	0	2	2	4	4	0	3	4	2	3	1	0	4	2	4	3	3	2	2	4	4	1	4	2	4	4	3	2	3	2	2	3	2	4	4	4	4	2	0	1	1	2
	sepedi life orient	sepedi&life orientation	4	2	0	2	2	4	0	2	4	4	4	2	4	4	0	0	0	2	0	0	0	0	0	0	4	4	4	4	4	4	4	4	2	0	2	2	2	2	2	2	2	2	2	4	2	4	2	0
	sequenti art	Sequential Art	0	0	0	0	0	0	0	0	0	4	4	0	1	4	2	0	0	3	4	0	3	0	0	3	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	serv	serving	2	2	2	2	2	2	2	2	2	2	4	2	1	2	1	2	2	2	3	3	2	2	3	2	2	2	2	2	2	2	3	3	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2
	serv	serving	2	2	2	2	2	2	2	2	2	3	3	2	1	2	1	0	2	2	2	3	2	2	3	2	2	2	2	2	2	2	3	3	2	2	3	2	2	4	2	4	2	2	2	2	2	2	2	2
	servant leadership	Servant Leadership	2	1	1	1	0	2	1	1	2	3	1	1	1	2	1	4	3	4	4	4	4	4	4	4	4	4	2	4	4	0	2	1	1	2	3	0	2	1	3	0	1	1	1	1	1	1	1	1
	serviço social	Serviço Social	2	2	0	0	0	0	0	1	4	3	3	4	3	3	2	2	0	2	2	2	3	1	3	0	3	4	4	3	4	4	4	4	3	4	4	1	2	4	2	2	3	2	0	3	0	2	1	4
	ses	SES	3	3	1	0	1	2	1	2	4	4	2	3	2	2	3	1	0	0	0	1	0	0	3	0	2	4	1	4	1	3	1	2	1	2	1	1	1	1	1	1	2	1	0	2	2	2	1	1
	sex	sex	1	0	0	4	0	1	3	2	1	2	2	1	0	2	0	0	1	1	0	4	2	2	4	0	1	3	2	0	0	0	0	2	2	2	1	0	1	0	2	0	2	0	2	2	0	0	0	0
	sex educ break	sex ed and breaking 	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
	sexual edjucatin	SExual edjucatin 	2	0	0	1	0	0	0	0	2	0	2	3	2	2	4	0	0	0	0	3	4	0	1	0	1	2	0	2	2	0	0	0	2	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0
	shakespear	shakespear	1	0	2	1	2	2	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	0	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2
	ship	shipping	3	0	2	0	1	1	1	1	3	2	2	2	1	2	1	1	2	3	1	0	2	2	2	1	2	0	1	3	2	1	2	1	1	0	3	0	3	1	2	1	3	4	4	3	2	1	3	3
	ship logist	Shipping Logistics	2	1	1	1	1	1	2	0	2	3	1	1	1	2	1	0	3	4	0	2	2	4	1	2	4	4	3	2	3	0	0	3	2	0	2	0	3	2	0	1	1	1	2	1	2	2	0	1
	shoe	shoes	2	2	1	1	1	2	1	1	3	3	3	3	2	3	2	1	0	0	1	1	1	1	4	1	1	0	2	4	2	1	2	2	2	4	2	2	2	4	4	1	1	2	0	1	1	2	2	1
	shop	Shop	3	3	3	2	3	4	4	4	1	2	1	1	1	1	0	1	0	0	0	0	0	1	4	2	3	4	2	1	3	1	2	0	0	0	0	2	1	0	4	2	0	2	1	1	3	2	0	1
	shs	SHS	2	3	2	2	1	3	2	2	3	3	2	3	2	2	1	2	2	2	1	3	2	2	1	1	2	3	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	3	1	1
	shs abm strand	SHS-ABM strand	1	0	0	3	0	1	0	0	3	2	3	2	2	2	2	0	3	4	2	3	3	4	1	3	2	2	2	2	1	2	1	1	1	0	2	1	2	1	1	1	1	0	1	0	1	1	0	0
	shs health alli	SHS HEALTH ALLIED	3	2	1	2	2	2	1	2	4	3	3	4	4	4	3	2	4	3	3	4	4	4	1	4	4	3	4	4	4	4	4	4	2	2	3	2	2	2	3	2	1	2	1	2	2	2	1	1
	shs stem	SHS-STEM	0	0	0	1	0	0	0	0	2	3	4	3	3	3	3	0	0	3	4	4	4	2	4	2	1	2	1	3	1	1	3	3	0	2	1	4	2	4	1	3	2	3	3	2	1	2	0	1
	si	si	0	2	3	3	4	3	3	3	2	2	3	3	3	3	3	3	4	2	2	3	2	4	3	4	3	2	4	4	3	4	3	4	3	2	4	4	3	4	3	3	3	2	4	3	3	4	3	3
	sicolog	SICOLOGY	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	2	1	0	1	0	2	4	3	4	1	3	3	3	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0
	sign languag interpret	Sign Language Interpreter	0	0	0	0	0	1	0	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	3	4	4	4	3	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
	sign languag interpret	Sign Language Interpreting	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	3	2	3	3	3	3	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	simul anim game	Simulation, Animation, and Gaming	3	3	1	3	3	1	3	1	2	3	3	2	2	2	2	3	1	1	2	2	2	4	2	3	2	2	3	2	3	3	2	2	2	3	2	2	2	3	2	4	2	3	2	3	2	3	1	2
	simul anim game	Simulation, Animation, and Gaming	1	1	1	2	1	2	2	2	3	4	3	2	1	2	1	1	0	0	4	2	2	3	3	4	0	3	1	2	0	2	2	3	0	0	0	1	0	0	0	1	0	2	2	1	2	2	0	0
	sing	Singing	1	1	1	2	1	2	1	1	1	2	2	1	2	3	2	2	3	4	3	4	3	4	3	3	1	0	1	0	2	2	2	2	1	1	0	2	1	0	0	1	0	3	1	1	1	1	1	2
	sing	singing	4	3	1	3	2	2	3	1	3	4	3	4	4	4	4	4	4	4	3	4	4	4	4	4	2	2	2	3	3	2	4	2	0	0	0	1	0	0	0	0	0	3	0	0	3	3	0	0
	sing	singing	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	2	1	3	3	2	3	1	2	3	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	0	1	1
	singer	singer	0	0	0	0	0	0	2	0	0	2	2	0	0	0	4	0	0	4	4	4	4	0	4	4	0	0	0	4	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
	sistema de informação	Sistemas de Informação	4	2	0	4	4	4	4	0	4	4	4	4	4	0	4	2	2	0	0	4	4	2	2	2	4	4	4	4	4	4	4	4	2	4	0	2	4	0	2	0	2	4	4	4	0	4	4	0
	sistema de informação	sistemas de informação	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0	4	0	0	3	0	4	4	0	4	0	0	0	3	4	4	2	3	0	4	3
	site supervisor	site supervisor	4	3	2	3	2	2	2	2	2	4	3	2	2	2	2	2	1	2	0	0	2	2	4	2	2	2	2	2	2	2	2	2	0	2	2	2	3	2	2	4	2	2	3	2	2	3	2	4
	site supervisor	site supervisor	2	3	4	2	2	3	1	2	3	2	2	3	0	3	1	2	0	4	1	2	2	3	3	3	2	2	2	2	4	1	4	3	4	2	4	3	4	1	2	2	2	3	4	2	2	3	2	3
	skill	skill	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	2	2	2	0	0	2	2	0	4	0	0	2	0	2	0	0	2	0	0
	skill	Skill	2	1	1	2	2	1	2	3	4	1	1	2	1	1	1	1	2	3	1	1	1	1	2	3	2	2	1	2	1	1	1	2	1	1	2	2	2	3	1	2	1	1	1	2	2	0	1	1
	skin esthet	Skin Esthetics	3	0	0	0	0	0	0	0	2	2	2	2	0	1	0	0	0	0	1	1	2	0	0	0	2	1	3	3	3	2	2	1	0	0	0	0	0	1	0	0	1	3	2	0	2	2	1	3
	skydiv	Skydiving	4	1	4	2	3	2	3	0	4	3	4	4	4	4	4	3	3	1	0	1	3	2	4	1	0	2	0	4	0	2	1	0	0	0	0	0	0	0	1	0	1	3	1	0	1	3	1	0
	slavic languag	slavic languages	2	1	1	2	1	2	1	1	3	3	3	2	3	3	3	3	2	1	1	4	3	4	1	2	0	2	2	1	1	2	3	2	0	0	0	0	0	0	0	2	0	2	1	0	3	2	0	2
	slavic languag	Slavic Languages	1	4	3	3	3	3	2	4	4	3	3	3	3	3	3	3	3	4	3	3	4	3	3	4	3	2	3	2	3	1	4	3	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
